2020-03-01 at 10:52:22 | INFO | pyAPIStart Up ....
2020-03-01 at 13:36:18 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:18 | DEBUG | metadata exists ....
2020-03-01 at 13:36:18 | DEBUG | Read Schema: [ acmondb ]
2020-03-01 at 13:36:18 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:18 | DEBUG | metadata exists ....
2020-03-01 at 13:36:18 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:18 | DEBUG | Primarykey select string : [ id=:up_b_id ]
2020-03-01 at 13:36:18 | DEBUG | Primarykey select param : [ {'up_b_id': 35} ]
2020-03-01 at 13:36:18 | DEBUG | SQL of Update: [ UPDATE test SET name=%(name)s WHERE id=%(up_b_id)s ]
2020-03-01 at 13:36:18 | DEBUG | Update Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000023DF6934340> ]
2020-03-01 at 13:36:26 | INFO | = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = 
2020-03-01 at 13:36:26 | INFO | Query from table test
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | query_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | fieldlist: *
2020-03-01 at 13:36:26 | DEBUG | filter: id=:id and name=:name
2020-03-01 at 13:36:26 | DEBUG | limit: 10
2020-03-01 at 13:36:26 | DEBUG | offset: 0
2020-03-01 at 13:36:26 | DEBUG | order: name desc
2020-03-01 at 13:36:26 | DEBUG | group: name
2020-03-01 at 13:36:26 | DEBUG | count_only: False
2020-03-01 at 13:36:26 | DEBUG | include_count: True
2020-03-01 at 13:36:26 | DEBUG | Connect use uri [ mysql+pymysql://root:passw0rd@192.168.10.15:23306/acmondb ]
2020-03-01 at 13:36:26 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Read Schema: [ acmondb ]
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Query: [ SELECT test.id, test.name, test.phone 
FROM test GROUP BY name ORDER BY name desc 
 LIMIT %(param_1)s, %(param_2)s ]
2020-03-01 at 13:36:26 | DEBUG | SQL of Count: [ SELECT count(test.id) AS col_count 
FROM test ]
2020-03-01 at 13:36:26 | DEBUG | SQL of Query Full : [ SELECT test.id, test.name, test.phone 
FROM test 
WHERE id=%(id)s and name=%(name)s GROUP BY name ORDER BY name desc 
 LIMIT %(param_1)s, %(param_2)s ]
2020-03-01 at 13:36:26 | DEBUG | SQL of Count Full : [ SELECT count(test.id) AS col_count 
FROM test 
WHERE id=%(id)s and name=%(name)s ]
2020-03-01 at 13:36:26 | DEBUG | Select Count Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B447AF0> ]
2020-03-01 at 13:36:26 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B400460> ]
2020-03-01 at 13:36:26 | INFO | {'record_count': 1, 'data': [{'id': 3, 'name': 'sdf', 'phone': '234565'}]}
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | query_table_byid():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | tbid: 3
2020-03-01 at 13:36:26 | DEBUG | fieldlist: None
2020-03-01 at 13:36:26 | DEBUG | idfiled: None
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | Primarykey select string : [ id=:id ]
2020-03-01 at 13:36:26 | DEBUG | Primarykey select param : [ {'id': 3} ]
2020-03-01 at 13:36:26 | DEBUG | SQL of Query: [ SELECT test.id, test.name, test.phone 
FROM test 
WHERE id=%(id)s 
 LIMIT %(param_1)s ]
2020-03-01 at 13:36:26 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B3E7A30> ]
2020-03-01 at 13:36:26 | INFO | {'data': [{'id': 3, 'name': 'sdf', 'phone': '234565'}]}
2020-03-01 at 13:36:26 | INFO | = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = 
2020-03-01 at 13:36:26 | INFO | Insert into table test
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | post_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: {'name':'single','phone':'phonnum-123'}
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:36:26 | DEBUG | Insert Values: [ {'name': 'single', 'phone': 'phonnum-123'} ]
2020-03-01 at 13:36:26 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B4DBBB0> ]
2020-03-01 at 13:36:26 | INFO | {'insert_row_id': 447}
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | post_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: {'name':'single','phone':'phonnum-123'}
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:36:26 | DEBUG | Insert Values: [ {'name': 'single', 'phone': 'phonnum-123'} ]
2020-03-01 at 13:36:26 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B4DB640> ]
2020-03-01 at 13:36:26 | INFO | {'insert_row_id': 448}
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | post_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: {'name':'single','phone':'phonnum-123'}
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:36:26 | DEBUG | Insert Values: [ {'name': 'single', 'phone': 'phonnum-123'} ]
2020-03-01 at 13:36:26 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B4C1220> ]
2020-03-01 at 13:36:26 | INFO | {'insert_row_id': 449}
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | post_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: {'name':'single','phone':'phonnum-123'}
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:36:26 | DEBUG | Insert Values: [ {'name': 'single', 'phone': 'phonnum-123'} ]
2020-03-01 at 13:36:26 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B4505B0> ]
2020-03-01 at 13:36:26 | INFO | {'insert_row_id': 450}
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | post_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: {'name':'single','phone':'phonnum-123'}
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:36:26 | DEBUG | Insert Values: [ {'name': 'single', 'phone': 'phonnum-123'} ]
2020-03-01 at 13:36:26 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B525520> ]
2020-03-01 at 13:36:26 | INFO | {'insert_row_id': 451}
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | post_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: [{'name':'multiple1','phone':'mphone-123'},{'name':'multiple2','phone':'mphone-345'}]
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:36:26 | DEBUG | Insert Values: [ [{'name': 'multiple1', 'phone': 'mphone-123'}, {'name': 'multiple2', 'phone': 'mphone-345'}] ]
2020-03-01 at 13:36:26 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B551B80> ]
2020-03-01 at 13:36:26 | INFO | {'insert_row_id': 452}
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | post_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: [{'name':'multiple1','phone':'mphone-123'},{'name':'multiple2','phone':'mphone-345'}]
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:36:26 | DEBUG | Insert Values: [ [{'name': 'multiple1', 'phone': 'mphone-123'}, {'name': 'multiple2', 'phone': 'mphone-345'}] ]
2020-03-01 at 13:36:26 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B52BEB0> ]
2020-03-01 at 13:36:26 | INFO | {'insert_row_id': 454}
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | post_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: [{'name':'multiple1','phone':'mphone-123'},{'name':'multiple2','phone':'mphone-345'}]
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:36:26 | DEBUG | Insert Values: [ [{'name': 'multiple1', 'phone': 'mphone-123'}, {'name': 'multiple2', 'phone': 'mphone-345'}] ]
2020-03-01 at 13:36:26 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B3ED5B0> ]
2020-03-01 at 13:36:26 | INFO | {'insert_row_id': 456}
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | post_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: [{'name':'multiple1','phone':'mphone-123'},{'name':'multiple2','phone':'mphone-345'}]
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:36:26 | DEBUG | Insert Values: [ [{'name': 'multiple1', 'phone': 'mphone-123'}, {'name': 'multiple2', 'phone': 'mphone-345'}] ]
2020-03-01 at 13:36:26 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B3F0160> ]
2020-03-01 at 13:36:26 | INFO | {'insert_row_id': 458}
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | post_table():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: [{'name':'multiple1','phone':'mphone-123'},{'name':'multiple2','phone':'mphone-345'}]
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:36:26 | DEBUG | Insert Values: [ [{'name': 'multiple1', 'phone': 'mphone-123'}, {'name': 'multiple2', 'phone': 'mphone-345'}] ]
2020-03-01 at 13:36:26 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B51EC10> ]
2020-03-01 at 13:36:26 | INFO | {'insert_row_id': 460}
2020-03-01 at 13:36:26 | INFO | = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = 
2020-03-01 at 13:36:26 | INFO | Update record in table test
2020-03-01 at 13:36:26 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:26 | DEBUG | put_table_by_id():
2020-03-01 at 13:36:26 | DEBUG | tablename: test
2020-03-01 at 13:36:26 | DEBUG | idfiled: id
2020-03-01 at 13:36:26 | DEBUG | idvalue: 120
2020-03-01 at 13:36:26 | DEBUG | fieldvalue: {'name':'newname0'}
2020-03-01 at 13:36:26 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:26 | DEBUG | metadata exists ....
2020-03-01 at 13:36:26 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:26 | DEBUG | Primarykey select string : [ id=:up_b_id ]
2020-03-01 at 13:36:26 | DEBUG | Primarykey select param : [ {'up_b_id': 120} ]
2020-03-01 at 13:36:26 | DEBUG | SQL of Update: [ UPDATE test SET name=%(name)s WHERE id=%(up_b_id)s ]
2020-03-01 at 13:36:26 | DEBUG | Update Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B538520> ]
2020-03-01 at 13:36:27 | INFO | {'udpate_rowcount': 0}
2020-03-01 at 13:36:27 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:27 | DEBUG | put_table_by_id():
2020-03-01 at 13:36:27 | DEBUG | tablename: test
2020-03-01 at 13:36:27 | DEBUG | idfiled: id
2020-03-01 at 13:36:27 | DEBUG | idvalue: 120
2020-03-01 at 13:36:27 | DEBUG | fieldvalue: {'name':'newname1'}
2020-03-01 at 13:36:27 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:27 | DEBUG | metadata exists ....
2020-03-01 at 13:36:27 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:27 | DEBUG | Primarykey select string : [ id=:up_b_id ]
2020-03-01 at 13:36:27 | DEBUG | Primarykey select param : [ {'up_b_id': 120} ]
2020-03-01 at 13:36:27 | DEBUG | SQL of Update: [ UPDATE test SET name=%(name)s WHERE id=%(up_b_id)s ]
2020-03-01 at 13:36:27 | DEBUG | Update Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B419070> ]
2020-03-01 at 13:36:27 | INFO | {'udpate_rowcount': 0}
2020-03-01 at 13:36:27 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:27 | DEBUG | put_table_by_id():
2020-03-01 at 13:36:27 | DEBUG | tablename: test
2020-03-01 at 13:36:27 | DEBUG | idfiled: id
2020-03-01 at 13:36:27 | DEBUG | idvalue: 120
2020-03-01 at 13:36:27 | DEBUG | fieldvalue: {'name':'newname2'}
2020-03-01 at 13:36:27 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:27 | DEBUG | metadata exists ....
2020-03-01 at 13:36:27 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:27 | DEBUG | Primarykey select string : [ id=:up_b_id ]
2020-03-01 at 13:36:27 | DEBUG | Primarykey select param : [ {'up_b_id': 120} ]
2020-03-01 at 13:36:27 | DEBUG | SQL of Update: [ UPDATE test SET name=%(name)s WHERE id=%(up_b_id)s ]
2020-03-01 at 13:36:27 | DEBUG | Update Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B3E70D0> ]
2020-03-01 at 13:36:27 | INFO | {'udpate_rowcount': 0}
2020-03-01 at 13:36:27 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:27 | DEBUG | put_table_by_id():
2020-03-01 at 13:36:27 | DEBUG | tablename: test
2020-03-01 at 13:36:27 | DEBUG | idfiled: id
2020-03-01 at 13:36:27 | DEBUG | idvalue: 120
2020-03-01 at 13:36:27 | DEBUG | fieldvalue: {'name':'newname3'}
2020-03-01 at 13:36:27 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:27 | DEBUG | metadata exists ....
2020-03-01 at 13:36:27 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:27 | DEBUG | Primarykey select string : [ id=:up_b_id ]
2020-03-01 at 13:36:27 | DEBUG | Primarykey select param : [ {'up_b_id': 120} ]
2020-03-01 at 13:36:27 | DEBUG | SQL of Update: [ UPDATE test SET name=%(name)s WHERE id=%(up_b_id)s ]
2020-03-01 at 13:36:27 | DEBUG | Update Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B5A2F70> ]
2020-03-01 at 13:36:27 | INFO | {'udpate_rowcount': 0}
2020-03-01 at 13:36:27 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:27 | DEBUG | put_table_by_id():
2020-03-01 at 13:36:27 | DEBUG | tablename: test
2020-03-01 at 13:36:27 | DEBUG | idfiled: id
2020-03-01 at 13:36:27 | DEBUG | idvalue: 120
2020-03-01 at 13:36:27 | DEBUG | fieldvalue: {'name':'newname4'}
2020-03-01 at 13:36:27 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:27 | DEBUG | metadata exists ....
2020-03-01 at 13:36:27 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:27 | DEBUG | Primarykey select string : [ id=:up_b_id ]
2020-03-01 at 13:36:27 | DEBUG | Primarykey select param : [ {'up_b_id': 120} ]
2020-03-01 at 13:36:27 | DEBUG | SQL of Update: [ UPDATE test SET name=%(name)s WHERE id=%(up_b_id)s ]
2020-03-01 at 13:36:27 | DEBUG | Update Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B50BFA0> ]
2020-03-01 at 13:36:27 | INFO | {'udpate_rowcount': 0}
2020-03-01 at 13:36:27 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:27 | DEBUG | put_table():
2020-03-01 at 13:36:27 | DEBUG | tablename: test
2020-03-01 at 13:36:27 | DEBUG | filter: name=:pname
2020-03-01 at 13:36:27 | DEBUG | filterparam: {'pname': 'newname'}
2020-03-01 at 13:36:27 | DEBUG | fieldvalue: {'name':'new-name','phone':'mphon-e-345'}
2020-03-01 at 13:36:27 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:27 | DEBUG | metadata exists ....
2020-03-01 at 13:36:27 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:27 | DEBUG | Update Values: [ {'name': 'new-name', 'phone': 'mphon-e-345'} ]
2020-03-01 at 13:36:27 | DEBUG | SQL of Update: [ UPDATE test SET name=%(name)s, phone=%(phone)s WHERE name=%(pname)s ]
2020-03-01 at 13:36:27 | DEBUG | Update Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B5B5C70> ]
2020-03-01 at 13:36:27 | INFO | {'udpate_rowcount': 0}
2020-03-01 at 13:36:27 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:27 | DEBUG | put_table():
2020-03-01 at 13:36:27 | DEBUG | tablename: test
2020-03-01 at 13:36:27 | DEBUG | filter: name=:pname
2020-03-01 at 13:36:27 | DEBUG | filterparam: {'pname': 'newname'}
2020-03-01 at 13:36:27 | DEBUG | fieldvalue: {'name':'new-name','phone':'mphon-e-345'}
2020-03-01 at 13:36:27 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:27 | DEBUG | metadata exists ....
2020-03-01 at 13:36:27 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:27 | DEBUG | Update Values: [ {'name': 'new-name', 'phone': 'mphon-e-345'} ]
2020-03-01 at 13:36:27 | DEBUG | SQL of Update: [ UPDATE test SET name=%(name)s, phone=%(phone)s WHERE name=%(pname)s ]
2020-03-01 at 13:36:27 | DEBUG | Update Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B4A5700> ]
2020-03-01 at 13:36:27 | INFO | {'udpate_rowcount': 0}
2020-03-01 at 13:36:27 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:27 | DEBUG | put_table():
2020-03-01 at 13:36:27 | DEBUG | tablename: test
2020-03-01 at 13:36:27 | DEBUG | filter: name=:pname
2020-03-01 at 13:36:27 | DEBUG | filterparam: {'pname': 'newname'}
2020-03-01 at 13:36:27 | DEBUG | fieldvalue: {'name':'new-name','phone':'mphon-e-345'}
2020-03-01 at 13:36:27 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:36:27 | DEBUG | metadata exists ....
2020-03-01 at 13:36:27 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:36:27 | DEBUG | Update Values: [ {'name': 'new-name', 'phone': 'mphon-e-345'} ]
2020-03-01 at 13:36:27 | DEBUG | SQL of Update: [ UPDATE test SET name=%(name)s, phone=%(phone)s WHERE name=%(pname)s ]
2020-03-01 at 13:36:27 | DEBUG | Update Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022F5B4AAC10> ]
2020-03-01 at 13:36:27 | INFO | {'udpate_rowcount': 0}
2020-03-01 at 13:36:27 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:36:27 | DEBUG | put_table():
